Property_ID,Customer_ID,Address,City,State,ZIP_Code,Property_Type,Year_Built,Square_Feet,Market_Value
27757,9243,101 Maple Ln,Miami,FL,38203,Condo,1953,4233,729390
49466,9244,456 Oak Ave,Los Angeles,CA,17657,Single-Family,1972,2271,661661
11537,9245,789 Pine Dr,San Jose,CA,31809,Townhouse,1987,2213,843970
14630,9246,123 Main St,New York,NY,18948,Single-Family,2008,996,452696
23681,9247,123 Main St,Chicago,IL,46384,Condo,2014,4628,141725
12636,9248,789 Pine Dr,Chicago,IL,64447,Multi-Family,1986,2163,610821
47035,9249,123 Main St,New York,NY,49356,Multi-Family,1979,2636,117639
6585,9250,123 Main St,Chicago,IL,22428,Single-Family,2014,4624,132918
8548,9251,123 Main St,Miami,FL,78279,Condo,1979,939,90946
38434,9252,123 Main St,Miami,FL,28646,Multi-Family,1986,2183,92845
10440,9253,202 Birch Blvd,Miami,FL,31093,Multi-Family,2018,1705,574587
43877,9254,789 Pine Dr,Miami,FL,32051,Townhouse,1957,1446,286606
37824,9255,123 Main St,Los Angeles,CA,55975,Condo,1961,3708,705643
38941,9256,101 Maple Ln,Los Angeles,CA,12431,Single-Family,2000,3777,154363
5129,9257,456 Oak Ave,Chicago,IL,93490,Single-Family,1990,2609,357895
15396,9258,101 Maple Ln,Chicago,IL,47066,Condo,1970,4935,566864
47104,9259,789 Pine Dr,New York,NY,71681,Townhouse,1983,3617,430766
47364,9260,202 Birch Blvd,Chicago,IL,21458,Townhouse,1983,4188,720077
10764,9261,123 Main St,San Jose,CA,34192,Condo,2015,3634,107345
38641,9262,101 Maple Ln,Los Angeles,CA,97796,Condo,1955,2915,172264
46050,9263,101 Maple Ln,Chicago,IL,26313,Townhouse,1962,2560,484187
46754,9264,101 Maple Ln,Los Angeles,CA,82129,Single-Family,1952,1410,408897
5310,9265,101 Maple Ln,Houston,TX,48941,Single-Family,1999,1970,105890
9631,9266,456 Oak Ave,Miami,FL,17281,Townhouse,1987,3421,514857
9679,9267,202 Birch Blvd,Miami,FL,68014,Single-Family,1959,2012,478113
12174,9268,456 Oak Ave,New York,NY,32508,Single-Family,1972,2460,762657
14673,9269,123 Main St,Miami,FL,87482,Condo,2004,3402,552686
35713,9270,123 Main St,Chicago,IL,93528,Townhouse,1993,1842,665304
15671,9271,101 Maple Ln,Chicago,IL,81321,Single-Family,2013,1811,509596
22777,9272,123 Main St,Dallas,TX,63852,Townhouse,2003,1901,101719
28905,9273,789 Pine Dr,Chicago,IL,90252,Single-Family,1977,1235,796684
31624,9274,202 Birch Blvd,New York,NY,56225,Townhouse,1993,844,384400
44665,9275,202 Birch Blvd,New York,NY,51735,Townhouse,2005,3839,667671
10173,9276,456 Oak Ave,Chicago,IL,38129,Multi-Family,1952,2947,541893
31756,9277,456 Oak Ave,Chicago,IL,26118,Multi-Family,1990,3979,132602
34138,9278,202 Birch Blvd,Chicago,IL,90095,Townhouse,2006,4432,662795
2536,9279,101 Maple Ln,New York,NY,53826,Multi-Family,1997,3915,80836
3516,9280,101 Maple Ln,Los Angeles,CA,13997,Condo,1975,3496,642710
22482,9281,202 Birch Blvd,Dallas,TX,61974,Townhouse,2021,3895,447483
27317,9282,202 Birch Blvd,New York,NY,77650,Multi-Family,1997,4375,711513
29779,9283,456 Oak Ave,New York,NY,41000,Multi-Family,1951,3822,850042
19814,9284,789 Pine Dr,Dallas,TX,97256,Condo,1981,4628,325960
42526,9285,202 Birch Blvd,Texas,TX,78876,Townhouse,2021,1709,669190
38371,9286,101 Maple Ln,Chicago,IL,77683,Single-Family,1960,2105,283222
49008,9287,789 Pine Dr,Chicago,IL,11431,Townhouse,1988,914,850663
28782,9288,123 Main St,New York,NY,38103,Multi-Family,1957,2222,421165
9253,9289,123 Main St,Houston,TX,84701,Multi-Family,1972,4436,366387
19453,9290,789 Pine Dr,Miami,FL,92166,Townhouse,1971,1472,867857
951,9291,456 Oak Ave,New York,NY,95935,Multi-Family,1954,2327,153428
11246,9292,456 Oak Ave,Miami,FL,60623,Multi-Family,2015,1357,543300
28049,9293,789 Pine Dr,Los Angeles,CA,87460,Condo,1955,806,529497
42873,9294,789 Pine Dr,New York,NY,50922,Condo,1971,4227,439874
26370,9295,202 Birch Blvd,New York,NY,79949,Condo,2003,2399,627154
33651,9296,789 Pine Dr,Los Angeles,CA,83916,Single-Family,1953,1186,249712
39921,9297,101 Maple Ln,Miami,FL,78309,Townhouse,1974,3296,577576
43078,9298,789 Pine Dr,Texas,TX,78472,Multi-Family,1986,4431,477819
17881,9299,202 Birch Blvd,Miami,FL,13216,Condo,2017,2598,263371
32597,9300,456 Oak Ave,Los Angeles,CA,27606,Condo,1971,3852,897145
8707,9301,456 Oak Ave,San Jose,CA,43367,Multi-Family,1997,2122,240085
13162,9302,789 Pine Dr,San Jose,CA,41799,Single-Family,1977,2922,438611
31605,9303,789 Pine Dr,Texas,TX,94976,Single-Family,1996,2839,247709
47064,9304,456 Oak Ave,Texas,TX,66541,Condo,2008,3735,690435
24538,9305,101 Maple Ln,New York,NY,78374,Single-Family,2008,1559,534084
4095,9306,456 Oak Ave,Miami,FL,17815,Multi-Family,2000,2302,615417
16625,9307,789 Pine Dr,Miami,FL,12881,Single-Family,1957,3359,680474
45242,9308,123 Main St,New York,NY,74810,Condo,1980,3029,754278
46343,9309,789 Pine Dr,Miami,FL,68718,Condo,1957,2694,536129
33798,9310,202 Birch Blvd,Los Angeles,CA,35784,Multi-Family,2006,1757,222009
42723,9311,456 Oak Ave,Texas,TX,53404,Multi-Family,1984,4741,196564
3339,9312,202 Birch Blvd,New York,NY,96394,Single-Family,1995,2507,513466
6496,9313,123 Main St,Chicago,IL,27273,Single-Family,1957,4197,575448
38133,9314,202 Birch Blvd,Chicago,IL,39302,Multi-Family,2011,3306,672103
48326,9315,101 Maple Ln,Arlington,TX,27628,Condo,1998,1506,185272
5886,9316,456 Oak Ave,Miami,FL,49554,Condo,1966,3767,289282
14038,9317,789 Pine Dr,New York,NY,50922,Condo,2001,2533,674244
25760,9318,123 Main St,Miami,FL,11251,Condo,1950,1835,115559
26452,9319,789 Pine Dr,Chicago,IL,40246,Townhouse,1971,2012,306216
443,9320,123 Main St,Chicago,IL,82328,Single-Family,1974,905,98331
13845,9321,101 Maple Ln,San Jose,CA,63916,Multi-Family,1988,1808,497216
2138,9322,123 Main St,Miami,FL,91039,Single-Family,2017,1430,634551
6862,9323,202 Birch Blvd,Chicago,IL,75650,Multi-Family,1958,3730,461791
23062,9324,789 Pine Dr,Miami,FL,67670,Townhouse,2017,2159,111846
42478,9325,456 Oak Ave,Chicago,IL,22854,Condo,1976,1887,439224
42663,9326,456 Oak Ave,Texas,TX,68402,Multi-Family,1975,4850,899562
9239,9327,456 Oak Ave,Miami,FL,62686,Single-Family,1971,1401,802082
20258,9328,789 Pine Dr,Chicago,IL,56333,Multi-Family,1963,3741,862922
341,9329,202 Birch Blvd,Chicago,IL,38702,Townhouse,1983,4291,694488
40030,9330,789 Pine Dr,Chicago,IL,38178,Condo,2016,2827,181687
38253,9331,101 Maple Ln,Los Angeles,CA,46871,Condo,2011,3871,228362
29374,9332,456 Oak Ave,Miami,FL,16194,Multi-Family,1996,2692,195340
12003,9333,123 Main St,New York,NY,75537,Condo,1967,4776,781075
2979,9334,456 Oak Ave,Houston,TX,92687,Single-Family,1968,4285,410694
15836,9335,789 Pine Dr,San Jose,CA,12531,Townhouse,2008,1912,449289
35351,9336,101 Maple Ln,New York,NY,49700,Multi-Family,2022,1349,689127
45337,9337,123 Main St,Miami,FL,23458,Multi-Family,1995,4579,156517
25849,9338,202 Birch Blvd,Miami,FL,30617,Condo,1987,2386,806065
2897,9339,456 Oak Ave,Los Angeles,CA,76820,Townhouse,2006,3077,476876
15497,9340,789 Pine Dr,Chicago,IL,23158,Multi-Family,1951,3969,596030
34657,9341,789 Pine Dr,Texas,TX,91000,Townhouse,1998,999,279145
35110,9342,456 Oak Ave,Miami,FL,90990,Townhouse,1982,3371,538961
1589,9343,202 Birch Blvd,Chicago,IL,13276,Condo,1967,954,362563
3066,9344,456 Oak Ave,Chicago,IL,34808,Townhouse,2002,1120,331426
5807,9345,456 Oak Ave,Houston,TX,35911,Multi-Family,2003,973,882804
13627,9346,456 Oak Ave,Houston,TX,11674,Multi-Family,1990,3623,498596
24091,9347,123 Main St,Chicago,IL,82131,Multi-Family,1968,4060,99925
25880,9348,202 Birch Blvd,Los Angeles,CA,70457,Single-Family,2005,2665,406659
23710,9349,789 Pine Dr,Miami,FL,54292,Single-Family,1956,4901,558735
45966,9350,202 Birch Blvd,Texas,TX,92666,Condo,2021,1174,698500
11149,9351,101 Maple Ln,Miami,FL,24206,Townhouse,1984,844,167487
26650,9352,789 Pine Dr,Miami,FL,99543,Condo,1999,1915,819884
14985,9353,101 Maple Ln,Miami,FL,20472,Townhouse,1997,3812,609169
4594,9354,789 Pine Dr,Los Angeles,CA,76376,Townhouse,2012,1767,797378
20912,9355,789 Pine Dr,Dallas,TX,53992,Single-Family,2004,2226,735380
47003,9356,456 Oak Ave,Chicago,IL,96623,Multi-Family,1993,2301,805989
9302,9357,202 Birch Blvd,Chicago,IL,71234,Multi-Family,1975,1363,606837
5549,9358,456 Oak Ave,Chicago,IL,86670,Single-Family,1953,3301,139798
8769,9359,456 Oak Ave,Chicago,IL,63205,Townhouse,1999,4952,891071
16507,9360,456 Oak Ave,Miami,FL,42373,Multi-Family,2011,2796,558771
40657,9361,101 Maple Ln,Los Angeles,CA,98496,Multi-Family,1989,2288,602948
11624,9362,456 Oak Ave,Chicago,IL,12438,Single-Family,1960,2417,204181
48112,9363,789 Pine Dr,Arlington,TX,76793,Condo,1958,2981,681400
19314,9364,456 Oak Ave,Chicago,IL,36993,Condo,1969,3119,744557
21913,9365,123 Main St,Chicago,IL,99601,Multi-Family,1955,4374,549276
20092,9366,456 Oak Ave,Chicago,IL,50729,Townhouse,1973,864,507636
27644,9367,789 Pine Dr,Chicago,IL,25905,Townhouse,1996,4750,133038
44068,9368,123 Main St,Los Angeles,CA,89251,Single-Family,2003,2266,811179
13285,9369,123 Main St,Miami,FL,58350,Townhouse,1982,3402,271390
47240,9370,101 Maple Ln,New York,NY,38627,Single-Family,1950,3540,317371
10200,9371,101 Maple Ln,Houston,TX,62241,Townhouse,1976,2419,624326
21746,9372,202 Birch Blvd,Chicago,IL,64466,Condo,1972,3264,143776
45690,9373,101 Maple Ln,Texas,TX,68820,Single-Family,1962,2443,808931
4589,9374,789 Pine Dr,Houston,TX,74650,Townhouse,1957,3020,358448
17290,9375,456 Oak Ave,Chicago,IL,13650,Single-Family,1993,4309,693343
23790,9376,123 Main St,Los Angeles,CA,57108,Single-Family,1980,1837,483207
597,9377,123 Main St,Miami,FL,40258,Townhouse,1995,2703,754857
18524,9378,789 Pine Dr,San Jose,CA,11969,Multi-Family,1951,2114,348220
38029,9379,101 Maple Ln,New York,NY,47520,Single-Family,1997,3140,630689
29906,9380,202 Birch Blvd,Texas,TX,38574,Multi-Family,1975,4984,745949
18620,9381,202 Birch Blvd,Miami,FL,87239,Condo,2013,1651,217912
11936,9382,123 Main St,Chicago,IL,10383,Condo,2008,3516,758282
39838,9383,123 Main St,Los Angeles,CA,99685,Single-Family,2016,1452,396325
21488,9384,101 Maple Ln,Chicago,IL,81746,Townhouse,1984,4566,778428
25921,9385,456 Oak Ave,Texas,TX,81359,Townhouse,2003,4651,134822
2117,9386,123 Main St,Miami,FL,10185,Townhouse,1991,2027,332183
18718,9387,789 Pine Dr,Miami,FL,65240,Multi-Family,1983,4598,383768
41118,9388,789 Pine Dr,New York,NY,35156,Condo,2016,1602,464619
15425,9389,789 Pine Dr,Miami,FL,87021,Single-Family,1988,3627,158233
41994,9390,202 Birch Blvd,New York,NY,12381,Multi-Family,1950,2875,638221
8661,9391,123 Main St,New York,NY,23253,Townhouse,1990,2864,239519
12834,9392,101 Maple Ln,New York,NY,18754,Condo,1953,1451,358624
25116,9393,123 Main St,Chicago,IL,45419,Multi-Family,1974,2770,170429
38834,9394,123 Main St,Los Angeles,CA,89510,Townhouse,1950,852,202021
49327,9395,456 Oak Ave,Arlington,TX,27065,Multi-Family,1972,4459,495627
11906,9396,202 Birch Blvd,Miami,FL,49760,Multi-Family,1952,4058,754518
16148,9397,456 Oak Ave,Miami,FL,22947,Townhouse,1991,827,377066
29317,9398,789 Pine Dr,Texas,TX,36915,Single-Family,1976,4365,628267
19951,9399,123 Main St,Chicago,IL,71386,Multi-Family,1986,2071,302592
35536,9400,123 Main St,Los Angeles,CA,57527,Multi-Family,1986,3086,331537
17084,9401,101 Maple Ln,New York,NY,94063,Townhouse,2015,2714,338516
26273,9402,123 Main St,New York,NY,25447,Single-Family,1961,2474,258997
30025,9403,101 Maple Ln,Los Angeles,CA,59300,Single-Family,1953,3182,329531
37326,9404,789 Pine Dr,Los Angeles,CA,49720,Single-Family,2007,2677,518459
3027,9405,123 Main St,Miami,FL,15026,Multi-Family,1969,3566,849320
49849,9406,789 Pine Dr,Tampa,FL,13625,Multi-Family,1993,2981,849328
301,9407,789 Pine Dr,Los Angeles,CA,32778,Single-Family,1984,1481,283736
42799,9408,202 Birch Blvd,Chicago,IL,43963,Single-Family,2019,2149,103937
43482,9409,123 Main St,Miami,FL,22877,Townhouse,1973,1702,569325
28939,9410,123 Main St,Los Angeles,CA,70522,Single-Family,1990,2144,331576
28790,9411,101 Maple Ln,Texas,TX,52780,Multi-Family,1976,2779,321610
16878,9412,202 Birch Blvd,Miami,FL,86224,Condo,1954,4087,677916
32411,9413,789 Pine Dr,Los Angeles,CA,31003,Condo,1969,4269,527347
39474,9414,789 Pine Dr,Los Angeles,CA,78252,Townhouse,2001,4624,684250
464,9415,789 Pine Dr,New York,NY,14812,Single-Family,1952,2920,279893
29909,9416,101 Maple Ln,Miami,FL,57750,Townhouse,1984,3626,461580
31772,9417,789 Pine Dr,Texas,TX,68448,Single-Family,1984,1188,732568
34313,9418,123 Main St,Texas,TX,73981,Condo,1997,2767,383278
48625,9419,789 Pine Dr,Los Angeles,CA,43996,Multi-Family,1967,3265,159546
12988,9420,101 Maple Ln,Houston,TX,68918,Multi-Family,1981,2667,737121
36423,9421,789 Pine Dr,Los Angeles,CA,73579,Townhouse,1964,2477,108983
30746,9422,101 Maple Ln,Chicago,IL,16167,Condo,2022,3349,118670
28539,9423,101 Maple Ln,Los Angeles,CA,91020,Condo,1994,1784,537838
1402,9424,202 Birch Blvd,New York,NY,39930,Condo,1964,4299,856256
45095,9425,101 Maple Ln,Chicago,IL,57926,Single-Family,1982,3659,666358
4436,9426,101 Maple Ln,New York,NY,56506,Condo,1990,3326,238482
16743,9427,123 Main St,San Jose,CA,91623,Multi-Family,1977,4950,848624
7966,9428,123 Main St,Los Angeles,CA,72483,Multi-Family,2015,4898,213746
10072,9429,202 Birch Blvd,Miami,FL,16870,Single-Family,1975,2519,199477
2144,9430,456 Oak Ave,Miami,FL,14630,Single-Family,1994,3148,543560
8045,9431,101 Maple Ln,Chicago,IL,18562,Single-Family,1962,4541,380865
13188,9432,789 Pine Dr,Houston,TX,47668,Single-Family,1972,3309,161271
32695,9433,456 Oak Ave,Texas,TX,56820,Multi-Family,1992,2848,311748
37967,9434,202 Birch Blvd,New York,NY,20064,Multi-Family,2020,1551,549549
1755,9435,101 Maple Ln,New York,NY,34582,Condo,2015,1256,312397
17257,9436,123 Main St,San Jose,CA,47686,Condo,1953,3610,824462
32088,9437,202 Birch Blvd,Chicago,IL,11985,Multi-Family,1975,4310,636180
13765,9438,202 Birch Blvd,New York,NY,84009,Multi-Family,2010,2384,492746
38854,9439,202 Birch Blvd,Miami,FL,48680,Condo,1990,2606,572691
5690,9440,101 Maple Ln,Houston,TX,94138,Single-Family,2002,1264,190358
20500,9441,202 Birch Blvd,Dallas,TX,52170,Condo,2010,3412,512464
9696,9442,789 Pine Dr,Houston,TX,54154,Single-Family,1954,4671,824808
21523,9443,789 Pine Dr,San Diego,CA,11922,Condo,1999,3941,373140
23960,9444,202 Birch Blvd,Dallas,TX,64462,Condo,1975,2657,178896
31708,9445,456 Oak Ave,New York,NY,74582,Townhouse,2022,4861,284077
36485,9446,789 Pine Dr,Chicago,IL,68659,Multi-Family,2014,3762,319448
43973,9447,123 Main St,New York,NY,32828,Single-Family,2014,3651,441335
6647,9448,123 Main St,Houston,TX,90953,Single-Family,1991,905,885387
2969,9449,101 Maple Ln,Los Angeles,CA,82664,Single-Family,1987,1047,492904
6630,9450,101 Maple Ln,Los Angeles,CA,74351,Single-Family,1966,974,103427
38325,9451,123 Main St,New York,NY,84209,Condo,2002,4598,87568
19665,9452,789 Pine Dr,San Diego,CA,52896,Condo,2000,4989,893646
49331,9453,789 Pine Dr,Tampa,FL,44369,Single-Family,1990,981,629038
8159,9454,202 Birch Blvd,Miami,FL,77169,Single-Family,1994,1813,185252
32846,9455,123 Main St,New York,NY,24322,Townhouse,1953,4494,506815
7791,9456,101 Maple Ln,Los Angeles,CA,98153,Multi-Family,2018,3015,864494
8891,9457,789 Pine Dr,Houston,TX,65457,Multi-Family,1997,884,565325
12532,9458,123 Main St,Miami,FL,43551,Condo,1971,3834,661358
46504,9459,123 Main St,Los Angeles,CA,56341,Multi-Family,2010,2279,377963
42053,9460,789 Pine Dr,Chicago,IL,48725,Single-Family,1991,2551,411581
43223,9461,202 Birch Blvd,Chicago,IL,97496,Multi-Family,1963,2384,480033
35459,9462,456 Oak Ave,New York,NY,11801,Townhouse,1992,4801,172559
29401,9463,101 Maple Ln,Texas,TX,51955,Condo,1987,2748,173627
25355,9464,456 Oak Ave,Miami,FL,59600,Multi-Family,1995,990,638695
43801,9465,101 Maple Ln,Texas,TX,77310,Condo,1957,1267,689980
11134,9466,202 Birch Blvd,San Jose,CA,29935,Townhouse,2006,2376,752562
3048,9467,101 Maple Ln,Chicago,IL,53326,Condo,1974,4795,335216
29419,9468,123 Main St,Los Angeles,CA,33297,Condo,1971,2820,657693
34895,9469,123 Main St,Los Angeles,CA,65098,Single-Family,1977,4959,514162
33375,9470,101 Maple Ln,New York,NY,28402,Townhouse,1975,1529,206105
40576,9471,123 Main St,Los Angeles,CA,73001,Single-Family,1981,1709,93837
36611,9472,456 Oak Ave,New York,NY,10653,Single-Family,1952,3563,849906
24456,9473,789 Pine Dr,New York,NY,38203,Condo,2020,2712,94802
41332,9474,789 Pine Dr,Miami,FL,79994,Single-Family,1988,2556,823171
7171,9475,123 Main St,Houston,TX,95802,Multi-Family,1953,1538,98092
42449,9476,202 Birch Blvd,Texas,TX,91724,Townhouse,1966,1168,188555
14950,9477,202 Birch Blvd,Miami,FL,48582,Condo,2008,2444,358347
40979,9478,789 Pine Dr,Chicago,IL,36399,Townhouse,1950,3451,883538
2553,9479,202 Birch Blvd,New York,NY,31980,Multi-Family,1978,3221,715320
7601,9480,123 Main St,New York,NY,58890,Townhouse,2015,3913,667357
8735,9481,202 Birch Blvd,New York,NY,50775,Single-Family,1989,2124,246803
10388,9482,202 Birch Blvd,Houston,TX,69074,Townhouse,1960,2341,544478
34089,9483,101 Maple Ln,Texas,TX,84019,Multi-Family,1985,4923,817845
47513,9484,202 Birch Blvd,Chicago,IL,37429,Single-Family,1988,2887,202983
10578,9485,202 Birch Blvd,San Jose,CA,82559,Single-Family,1972,3522,423575
36889,9486,202 Birch Blvd,Miami,FL,92871,Condo,1972,3846,798307
15854,9487,101 Maple Ln,Houston,TX,56803,Condo,1958,2637,866628
13739,9488,202 Birch Blvd,Miami,FL,50928,Condo,1981,999,422846
34689,9489,456 Oak Ave,Texas,TX,29601,Multi-Family,2022,4846,548261
44791,9490,202 Birch Blvd,Texas,TX,47263,Townhouse,1981,1846,717711
32428,9491,101 Maple Ln,Los Angeles,CA,28110,Condo,1987,979,817604
38746,9492,123 Main St,New York,NY,40111,Multi-Family,2016,3975,223199
39188,9493,456 Oak Ave,Miami,FL,48776,Single-Family,1999,1653,845228
3426,9494,202 Birch Blvd,Miami,FL,38991,Single-Family,2021,4892,415057
27574,9495,456 Oak Ave,Texas,TX,92289,Condo,1989,4450,168555
12011,9496,789 Pine Dr,Miami,FL,75001,Condo,1997,2627,399843
26652,9497,101 Maple Ln,New York,NY,10634,Multi-Family,2020,2846,416700
7851,9498,123 Main St,Los Angeles,CA,21968,Single-Family,1985,3316,148505
1890,9499,789 Pine Dr,Los Angeles,CA,72546,Townhouse,2022,1245,775894
8988,9500,789 Pine Dr,San Jose,CA,67561,Condo,1973,3251,425472
15304,9501,789 Pine Dr,Houston,TX,43294,Condo,1958,3769,380199
32758,9502,456 Oak Ave,Miami,FL,55532,Single-Family,1995,3659,731129
3262,9503,456 Oak Ave,New York,NY,77677,Multi-Family,1961,1996,243013
39770,9504,202 Birch Blvd,New York,NY,96961,Single-Family,1971,4200,310925
11129,9505,456 Oak Ave,San Jose,CA,68002,Townhouse,2010,2034,113213
37487,9506,202 Birch Blvd,Miami,FL,55832,Multi-Family,1968,2531,433776
23461,9507,456 Oak Ave,Miami,FL,31990,Multi-Family,2017,2023,315560
10409,9508,123 Main St,Chicago,IL,47207,Single-Family,1985,2532,609082
22714,9509,789 Pine Dr,Los Angeles,CA,77575,Townhouse,1977,4384,446405
27034,9510,789 Pine Dr,New York,NY,32796,Condo,1959,3400,718306
40778,9511,456 Oak Ave,New York,NY,77543,Condo,1980,4202,403690
9778,9512,789 Pine Dr,New York,NY,97355,Multi-Family,1982,1730,845645
42222,9513,123 Main St,Los Angeles,CA,56250,Multi-Family,1962,2889,288060
47613,9514,202 Birch Blvd,New York,NY,16136,Condo,1964,4167,715772
884,9515,456 Oak Ave,Chicago,IL,93481,Condo,1956,2511,119720
1918,9516,456 Oak Ave,Chicago,IL,61123,Condo,2001,4750,468165
41376,9517,789 Pine Dr,New York,NY,94866,Condo,1957,4965,818572
9119,9518,789 Pine Dr,New York,NY,39730,Condo,1999,3248,670762
6484,9519,101 Maple Ln,Miami,FL,29518,Single-Family,2002,919,270836
7644,9520,789 Pine Dr,Los Angeles,CA,42651,Single-Family,1993,4742,130802
28147,9521,456 Oak Ave,Chicago,IL,72327,Single-Family,1953,3753,846894
43508,9522,123 Main St,New York,NY,25660,Townhouse,1951,1641,509573
49484,9523,123 Main St,Chicago,IL,64498,Condo,1993,2688,89178
22865,9524,789 Pine Dr,Chicago,IL,13154,Single-Family,1996,4242,691473
13357,9525,123 Main St,Houston,TX,21224,Townhouse,1996,1078,766355
21910,9526,101 Maple Ln,Dallas,TX,12773,Single-Family,1962,3507,706191
18377,9527,101 Maple Ln,Miami,FL,88299,Single-Family,1977,3558,877327
37495,9528,101 Maple Ln,Texas,TX,42066,Multi-Family,1978,1144,883869
5561,9529,202 Birch Blvd,Miami,FL,75627,Multi-Family,2002,2099,508666
16228,9530,202 Birch Blvd,New York,NY,30477,Condo,2006,1391,149489
27151,9531,101 Maple Ln,Los Angeles,CA,47467,Multi-Family,1971,1472,599567
27936,9532,789 Pine Dr,Miami,FL,80563,Multi-Family,2019,4382,657784
21765,9533,123 Main St,Chicago,IL,69819,Single-Family,1967,4031,148896
7201,9534,456 Oak Ave,Miami,FL,62221,Multi-Family,1972,2646,537016
42295,9535,789 Pine Dr,Miami,FL,74687,Single-Family,2011,1818,421752
15324,9536,101 Maple Ln,Miami,FL,86550,Condo,1986,2136,657200
43843,9537,202 Birch Blvd,Los Angeles,CA,24631,Multi-Family,2007,2376,149043
25741,9538,101 Maple Ln,Chicago,IL,32537,Single-Family,2010,2263,163609
21471,9539,456 Oak Ave,Miami,FL,36536,Single-Family,2002,2109,540651
16337,9540,101 Maple Ln,New York,NY,89589,Multi-Family,1985,2586,182973
55,9541,123 Main St,Miami,FL,87624,Condo,1973,2846,611366
12565,9542,123 Main St,Chicago,IL,62182,Condo,1993,4051,339207
16836,9543,101 Maple Ln,Chicago,IL,95986,Multi-Family,1994,3815,315957
2314,9544,456 Oak Ave,Houston,TX,15483,Single-Family,1969,2764,215541
509,9545,101 Maple Ln,Los Angeles,CA,14061,Townhouse,1974,3692,375045
18682,9546,789 Pine Dr,Houston,TX,68944,Multi-Family,1951,2335,418484
42569,9547,101 Maple Ln,Los Angeles,CA,93196,Townhouse,2021,4605,841134
48144,9548,789 Pine Dr,Arlington,TX,50055,Townhouse,2002,1347,225053
25907,9549,123 Main St,Los Angeles,CA,17272,Townhouse,2011,2512,419902
33656,9550,202 Birch Blvd,Chicago,IL,94460,Multi-Family,1994,3750,472504
48269,9551,202 Birch Blvd,Chicago,IL,55846,Condo,1964,4158,93954
30211,9552,202 Birch Blvd,Chicago,IL,38079,Townhouse,1992,2453,344783
14568,9553,202 Birch Blvd,Miami,FL,84245,Multi-Family,1965,3514,449463
40977,9554,789 Pine Dr,Texas,TX,12138,Single-Family,1984,4891,619299
4303,9555,123 Main St,Chicago,IL,27514,Multi-Family,1999,4266,151575
8532,9556,789 Pine Dr,New York,NY,44353,Single-Family,1998,4857,522520
38031,9557,123 Main St,Chicago,IL,62794,Condo,1961,4223,605056
4543,9558,202 Birch Blvd,Los Angeles,CA,52628,Condo,1993,1786,366959
22547,9559,123 Main St,Chicago,IL,97390,Townhouse,2012,4199,879831
18379,9560,456 Oak Ave,Miami,FL,79013,Condo,1953,4074,760248
4351,9561,101 Maple Ln,Chicago,IL,75586,Multi-Family,2009,4008,747819
2519,9562,202 Birch Blvd,New York,NY,16085,Condo,2011,4768,636220
1556,9563,101 Maple Ln,Chicago,IL,71542,Single-Family,1975,2422,852149
40355,9564,202 Birch Blvd,Texas,TX,93093,Townhouse,1994,2759,222927
21514,9565,202 Birch Blvd,New York,NY,22969,Condo,1950,3132,125112
32154,9566,456 Oak Ave,Miami,FL,81293,Multi-Family,1999,4732,89821
34759,9567,101 Maple Ln,New York,NY,99106,Multi-Family,1956,1779,312100
28527,9568,789 Pine Dr,Miami,FL,74294,Single-Family,1955,2340,681710
31705,9569,202 Birch Blvd,Los Angeles,CA,32867,Townhouse,2006,4906,559184
24866,9570,789 Pine Dr,Chicago,IL,91969,Multi-Family,2016,4008,844573
28713,9571,202 Birch Blvd,Miami,FL,35010,Multi-Family,1962,4997,832151
24231,9572,456 Oak Ave,Miami,FL,33153,Condo,2003,2056,549027
1749,9573,101 Maple Ln,Houston,TX,88506,Condo,2009,2662,254437
10487,9574,789 Pine Dr,San Jose,CA,84192,Single-Family,1962,3787,858624
42354,9575,456 Oak Ave,Miami,FL,53941,Condo,1996,4389,590539
4983,9576,456 Oak Ave,Houston,TX,29986,Multi-Family,1969,2729,873791
22001,9577,123 Main St,Miami,FL,73439,Condo,2012,1920,160031
27551,9578,789 Pine Dr,Los Angeles,CA,81366,Multi-Family,1967,4077,827732
10181,9579,202 Birch Blvd,San Jose,CA,19550,Condo,1959,2502,460407
34156,9580,456 Oak Ave,Los Angeles,CA,51371,Condo,1977,3464,617312
11030,9581,456 Oak Ave,Chicago,IL,51802,Townhouse,1963,4818,607768
21809,9582,789 Pine Dr,Dallas,TX,86168,Multi-Family,1975,3166,242195
31099,9583,456 Oak Ave,Los Angeles,CA,33639,Single-Family,1976,4258,215917
32207,9584,456 Oak Ave,Texas,TX,34173,Multi-Family,1993,1391,863225
44577,9585,202 Birch Blvd,Miami,FL,27454,Condo,1989,2335,568738
11355,9586,456 Oak Ave,San Jose,CA,49386,Townhouse,1953,2772,232223
15174,9587,101 Maple Ln,Miami,FL,38778,Townhouse,1979,3303,760298
27247,9588,202 Birch Blvd,Texas,TX,15385,Townhouse,1998,1426,384239
17437,9589,101 Maple Ln,Houston,TX,31689,Single-Family,2013,1791,189473
40538,9590,123 Main St,Los Angeles,CA,54020,Townhouse,2000,4166,190637
24694,9591,456 Oak Ave,Miami,FL,66669,Townhouse,1977,847,507894
21819,9592,123 Main St,Dallas,TX,51034,Single-Family,1951,2855,588202
