Customer_ID,Name,Age,Income,Credit_Score,Employment_Status,Marital_Status,Date_Joined,State,Debt_to_Income_Ratio
9339,Alice Brown,55,81063,845,Retired,Married,2023-02-15,CA,0.54
9493,John Doe,49,115671,845,Self-Employed,Single,2023-01-31,TX,0.59
9810,Charlie Davis,36,83468,845,Retired,Married,2022-09-10,IL,0.15
10036,Bob Johnson,65,87003,845,Employed,Divorced,2024-07-20,TX,0.46
10283,Alice Brown,33,148546,845,Retired,Divorced,2023-11-27,IL,0.1
11212,Alice Brown,31,171467,845,Self-Employed,Married,2025-02-05,IL,0.56
12000,Charlie Davis,59,114882,845,Self-Employed,Single,2023-11-27,NY,0.59
13438,Jane Smith,41,64955,845,Employed,Married,2020-12-29,FL,0.5
13762,John Doe,65,155595,845,Self-Employed,Single,2021-04-28,NY,0.31
15723,Charlie Davis,35,143952,845,Self-Employed,Widowed,2019-07-11,NY,0.11
16958,Charlie Davis,45,45652,845,Employed,Single,2024-11-19,NY,0.6
17751,Alice Brown,62,110709,845,Employed,Divorced,2020-03-04,NY,0.1
18784,Alice Brown,60,105745,845,Retired,Divorced,2022-04-27,IL,0.43
19856,John Doe,43,111298,845,Self-Employed,Widowed,2021-03-18,CA,0.23
20142,Bob Johnson,49,151928,845,Retired,Married,2022-01-16,IL,0.37
20552,John Doe,48,176720,845,Self-Employed,Single,2022-06-12,TX,0.22
20828,John Doe,57,48774,845,Self-Employed,Divorced,2019-07-22,TX,0.43
20924,Charlie Davis,62,116936,845,Retired,Married,2024-08-29,FL,0.51
21883,Bob Johnson,41,122113,845,Retired,Married,2022-12-26,CA,0.43
22227,Charlie Davis,27,160213,845,Unemployed,Divorced,2021-08-28,TX,0.12
22303,Alice Brown,69,122409,845,Unemployed,Single,2020-06-30,NY,0.11
22697,Charlie Davis,31,165659,845,Self-Employed,Widowed,2022-09-19,IL,0.58
23306,John Doe,39,79832,845,Employed,Single,2019-10-16,FL,0.57
23421,Jane Smith,56,176732,845,Retired,Single,2021-05-18,FL,0.31
23779,Bob Johnson,43,144760,845,Self-Employed,Divorced,2022-08-23,NY,0.39
23882,Charlie Davis,32,95470,845,Unemployed,Married,2021-10-21,IL,0.41
25218,Bob Johnson,55,187685,845,Self-Employed,Divorced,2022-09-20,NY,0.2
25404,Jane Smith,65,77718,845,Self-Employed,Single,2019-04-12,IL,0.51
26736,Alice Brown,41,51876,845,Employed,Single,2023-04-23,TX,0.15
27032,Alice Brown,30,158522,845,Employed,Widowed,2019-06-02,IL,0.31
29186,Charlie Davis,43,67709,845,Unemployed,Married,2019-11-15,NY,0.34
29194,Jane Smith,47,139330,845,Unemployed,Widowed,2019-04-18,CA,0.49
29782,Jane Smith,30,154188,845,Employed,Single,2020-09-20,TX,0.57
31408,Alice Brown,57,139992,845,Self-Employed,Single,2024-11-13,NY,0.35
31454,Charlie Davis,58,130781,845,Self-Employed,Widowed,2024-04-28,TX,0.35
32246,Charlie Davis,51,103044,845,Retired,Married,2023-12-20,FL,0.25
32259,Charlie Davis,65,173887,845,Employed,Married,2019-04-06,FL,0.14
32429,Bob Johnson,40,180247,845,Employed,Married,2020-09-07,CA,0.21
32671,Bob Johnson,30,175961,845,Self-Employed,Single,2021-06-25,TX,0.53
39426,John Doe,41,153932,845,Employed,Married,2024-04-12,IL,0.45
39714,Alice Brown,58,104147,845,Retired,Divorced,2024-12-20,TX,0.3
39717,John Doe,57,170074,845,Employed,Single,2021-03-11,IL,0.53
40123,Charlie Davis,26,83198,845,Employed,Single,2024-02-27,FL,0.26
40348,Bob Johnson,49,30047,845,Employed,Widowed,2022-10-02,CA,0.58
40665,Alice Brown,46,163205,845,Employed,Widowed,2024-01-29,NY,0.59
41129,Bob Johnson,41,64667,845,Employed,Widowed,2019-11-26,TX,0.24
41163,Alice Brown,38,195861,845,Retired,Widowed,2023-03-28,NY,0.32
41419,Jane Smith,47,54292,845,Employed,Widowed,2023-07-24,NY,0.32
42030,Bob Johnson,33,46195,845,Employed,Divorced,2023-07-12,FL,0.22
42473,Alice Brown,48,163629,845,Employed,Single,2024-04-17,FL,0.54
42970,Alice Brown,28,82075,845,Retired,Single,2020-01-08,TX,0.19
43222,Bob Johnson,60,50063,845,Retired,Single,2022-05-18,FL,0.16
43695,Alice Brown,58,56438,845,Employed,Divorced,2019-08-28,NY,0.29
44185,Charlie Davis,63,160208,845,Employed,Widowed,2024-12-04,NY,0.29
44407,Charlie Davis,48,39054,845,Employed,Single,2024-11-16,IL,0.39
44430,John Doe,26,152103,845,Retired,Married,2021-10-19,CA,0.54
44955,John Doe,62,158189,845,Employed,Widowed,2023-10-28,NY,0.23
44984,Charlie Davis,44,95378,845,Retired,Widowed,2020-02-25,TX,0.54
45272,Charlie Davis,66,107738,845,Employed,Divorced,2023-01-19,TX,0.1
45533,Charlie Davis,37,81560,845,Employed,Divorced,2020-09-11,NY,0.39
45651,Alice Brown,65,190408,845,Employed,Married,2024-11-29,IL,0.16
45691,Jane Smith,51,155870,845,Retired,Married,2024-05-04,CA,0.12
45766,Charlie Davis,30,106457,845,Employed,Divorced,2023-03-01,NY,0.35
47160,Bob Johnson,51,76605,845,Employed,Widowed,2019-05-29,NY,0.14
47880,Bob Johnson,53,121004,845,Retired,Divorced,2025-02-19,CA,0.31
48129,John Doe,29,87527,845,Employed,Divorced,2019-08-23,NY,0.25
48247,Alice Brown,67,104108,845,Retired,Single,2019-07-01,CA,0.21
48339,Bob Johnson,67,30652,845,Employed,Married,2022-01-16,FL,0.14
49165,Jane Smith,46,112157,845,Retired,Married,2023-09-27,CA,0.6
49650,Charlie Davis,61,109476,845,Retired,Single,2025-02-06,FL,0.49
49925,Charlie Davis,69,95021,845,Retired,Married,2019-09-18,TX,0.31
702,Charlie Davis,26,55873,845,Unemployed,Single,2024-07-08,IL,0.19
942,Charlie Davis,44,63929,845,Unemployed,Widowed,2022-11-13,TX,0.33
3632,Charlie Davis,60,35784,845,Retired,Single,2021-07-14,IL,0.23
3744,Jane Smith,56,119508,845,Unemployed,Widowed,2024-12-25,IL,0.42
5385,Bob Johnson,44,70491,845,Unemployed,Single,2019-11-26,IL,0.55
5539,Charlie Davis,50,34246,845,Self-Employed,Widowed,2023-07-12,IL,0.12
5827,Jane Smith,48,88062,845,Unemployed,Married,2023-03-31,CA,0.36
6393,Bob Johnson,46,170523,845,Retired,Widowed,2024-11-21,IL,0.32
6844,Charlie Davis,47,95931,845,Self-Employed,Married,2021-05-13,IL,0.59
7368,John Doe,60,90801,845,Self-Employed,Married,2020-02-24,NY,0.16
7777,Alice Brown,27,138185,845,Unemployed,Married,2022-04-10,NY,0.3
8292,Bob Johnson,63,153489,845,Self-Employed,Widowed,2024-02-07,TX,0.4
9341,Charlie Davis,43,56537,845,Self-Employed,Widowed,2024-04-23,CA,0.55
9466,John Doe,41,92259,845,Self-Employed,Married,2022-05-07,TX,0.42
10195,Alice Brown,30,189337,845,Retired,Married,2022-04-04,TX,0.51
11096,John Doe,60,90600,845,Unemployed,Widowed,2019-10-16,IL,0.58
11210,Alice Brown,32,165693,845,Retired,Divorced,2020-07-26,CA,0.55
11280,Alice Brown,35,182966,845,Self-Employed,Divorced,2024-08-04,NY,0.13
11478,Alice Brown,33,60392,845,Employed,Married,2019-06-02,IL,0.52
11539,Alice Brown,42,99652,845,Self-Employed,Widowed,2021-11-18,CA,0.35
11597,John Doe,36,140131,845,Employed,Widowed,2023-05-12,NY,0.39
13548,Bob Johnson,28,197006,845,Unemployed,Widowed,2023-09-17,CA,0.47
13578,Alice Brown,44,87467,845,Unemployed,Married,2021-07-19,CA,0.38
13624,Jane Smith,46,118611,845,Unemployed,Married,2020-10-14,TX,0.49
14173,Jane Smith,59,112716,845,Self-Employed,Single,2024-12-09,NY,0.18
14630,Bob Johnson,63,94542,845,Unemployed,Married,2023-08-03,TX,0.48
14652,John Doe,34,188376,845,Retired,Single,2019-10-24,FL,0.14
15174,Charlie Davis,34,104045,845,Retired,Single,2021-10-07,IL,0.27
17066,Bob Johnson,37,99090,845,Employed,Married,2021-04-03,TX,0.1
18539,Charlie Davis,55,145712,845,Retired,Single,2021-06-01,FL,0.43
19134,Charlie Davis,25,146782,845,Self-Employed,Single,2024-06-20,CA,0.27
20993,Jane Smith,42,175840,845,Self-Employed,Single,2022-09-16,FL,0.54
21615,Bob Johnson,50,141897,845,Employed,Divorced,2021-07-05,IL,0.37
21628,Charlie Davis,30,68628,845,Retired,Divorced,2023-06-14,IL,0.45
22192,Charlie Davis,39,178553,845,Unemployed,Married,2023-08-26,FL,0.34
22456,Charlie Davis,67,59130,845,Self-Employed,Single,2024-01-09,IL,0.44
22969,Alice Brown,56,107894,845,Retired,Single,2024-08-06,TX,0.43
23801,Bob Johnson,26,95723,845,Retired,Married,2019-08-14,NY,0.16
23829,Bob Johnson,25,76887,845,Unemployed,Single,2019-12-11,CA,0.13
24475,Bob Johnson,63,151999,845,Self-Employed,Divorced,2023-11-18,NY,0.44
25149,Alice Brown,64,52354,845,Self-Employed,Divorced,2019-09-17,TX,0.52
25807,Jane Smith,35,93695,845,Employed,Single,2024-11-25,IL,0.5
26236,Bob Johnson,53,176985,845,Retired,Single,2021-12-26,NY,0.32
28281,Bob Johnson,25,112621,845,Self-Employed,Widowed,2024-06-06,CA,0.5
28563,Alice Brown,36,189717,845,Retired,Single,2023-04-13,CA,0.33
29348,Alice Brown,50,159561,845,Self-Employed,Single,2022-08-23,NY,0.31
29636,John Doe,40,189239,845,Unemployed,Divorced,2019-12-28,TX,0.59
31126,Bob Johnson,45,127575,845,Unemployed,Married,2021-12-05,IL,0.16
31530,Jane Smith,37,37798,845,Self-Employed,Divorced,2023-12-01,FL,0.16
32463,Charlie Davis,25,41889,845,Employed,Divorced,2019-06-03,CA,0.54
39418,Bob Johnson,59,49871,845,Employed,Divorced,2021-02-16,FL,0.29
39452,John Doe,50,51725,845,Employed,Divorced,2024-06-10,TX,0.24
41003,Jane Smith,29,99039,845,Retired,Single,2020-09-17,NY,0.11
42250,Jane Smith,65,90680,845,Retired,Divorced,2019-06-06,IL,0.57
42399,Jane Smith,57,151072,845,Employed,Widowed,2022-01-30,NY,0.47
42481,Bob Johnson,60,43607,845,Employed,Widowed,2019-12-22,TX,0.11
42739,Alice Brown,50,176926,845,Employed,Married,2022-09-01,NY,0.13
43151,Bob Johnson,45,36475,845,Employed,Single,2024-05-25,TX,0.59
43381,Bob Johnson,28,96036,845,Employed,Divorced,2021-02-10,FL,0.16
44061,Jane Smith,51,144155,845,Employed,Divorced,2021-05-10,NY,0.36
44096,John Doe,27,35797,845,Employed,Single,2021-10-05,FL,0.23
44146,Bob Johnson,40,190562,845,Employed,Married,2024-07-17,TX,0.47
44729,Jane Smith,47,92256,845,Employed,Married,2025-02-21,NY,0.46
44973,Jane Smith,60,168695,845,Employed,Widowed,2021-07-08,IL,0.56
45499,Alice Brown,33,81428,845,Employed,Single,2023-07-19,FL,0.27
45571,Alice Brown,29,91005,845,Employed,Married,2025-01-18,TX,0.28
45575,Alice Brown,44,103177,845,Retired,Single,2024-05-16,IL,0.49
45649,Alice Brown,48,36828,845,Employed,Widowed,2021-02-27,TX,0.51
45869,Alice Brown,26,79085,845,Employed,Single,2022-04-07,IL,0.27
46513,Charlie Davis,39,146672,845,Retired,Divorced,2022-07-04,FL,0.34
47493,John Doe,25,96764,845,Retired,Married,2021-05-14,TX,0.19
47940,Bob Johnson,34,176111,845,Employed,Divorced,2024-10-07,TX,0.44
48070,Jane Smith,40,47585,845,Retired,Widowed,2020-09-16,IL,0.16
49146,Jane Smith,66,69698,845,Employed,Married,2022-07-31,IL,0.51
49756,Alice Brown,61,106793,845,Employed,Widowed,2021-01-01,CA,0.12
591,Charlie Davis,26,125453,845,Self-Employed,Divorced,2020-05-24,CA,0.29
1469,Charlie Davis,61,150731,845,Retired,Divorced,2024-08-22,CA,0.14
1650,John Doe,28,36743,845,Retired,Married,2019-07-06,FL,0.51
2706,Bob Johnson,53,57392,845,Retired,Divorced,2023-03-22,FL,0.56
3029,Bob Johnson,38,127555,845,Unemployed,Single,2025-01-13,FL,0.51
4547,Alice Brown,52,158652,845,Retired,Married,2020-03-27,IL,0.12
4558,Jane Smith,37,102382,845,Self-Employed,Divorced,2020-07-15,FL,0.29
4737,Charlie Davis,45,127988,845,Unemployed,Widowed,2020-08-01,IL,0.32
7941,Jane Smith,63,102341,845,Retired,Married,2021-04-29,TX,0.56
8179,Bob Johnson,57,191753,845,Retired,Married,2021-03-09,FL,0.12
8621,Alice Brown,26,119516,845,Employed,Widowed,2025-01-29,CA,0.32
8647,Jane Smith,51,148900,845,Unemployed,Divorced,2024-09-19,NY,0.41
10006,Charlie Davis,54,111762,845,Retired,Divorced,2022-04-15,FL,0.6
10483,Bob Johnson,62,158025,845,Self-Employed,Divorced,2024-05-28,NY,0.18
13128,Alice Brown,62,191940,845,Retired,Widowed,2019-05-16,IL,0.55
13458,John Doe,64,35311,845,Unemployed,Single,2020-03-26,IL,0.37
14304,Charlie Davis,46,31471,845,Self-Employed,Single,2022-01-20,FL,0.32
14495,Jane Smith,35,104308,845,Employed,Divorced,2022-01-11,FL,0.57
14753,Alice Brown,33,69158,845,Unemployed,Divorced,2024-04-03,FL,0.12
15037,Alice Brown,45,166595,845,Employed,Married,2021-02-14,CA,0.51
16016,Alice Brown,48,68928,845,Self-Employed,Married,2023-10-21,IL,0.58
16071,Charlie Davis,37,117974,845,Retired,Widowed,2021-11-20,TX,0.6
16142,Jane Smith,26,117729,845,Self-Employed,Divorced,2022-10-04,IL,0.11
16444,Alice Brown,29,66284,845,Self-Employed,Widowed,2021-01-25,NY,0.35
16464,John Doe,36,47646,845,Retired,Widowed,2023-11-14,NY,0.15
16627,Charlie Davis,51,125680,845,Employed,Widowed,2020-05-16,CA,0.59
17678,John Doe,30,48299,845,Employed,Married,2022-03-04,CA,0.55
17889,Charlie Davis,45,148555,845,Employed,Single,2019-10-09,TX,0.57
17916,Charlie Davis,48,152567,845,Unemployed,Divorced,2023-03-25,CA,0.45
18009,Alice Brown,53,155359,845,Employed,Married,2020-06-19,FL,0.4
18779,Bob Johnson,29,31340,845,Employed,Married,2020-10-19,NY,0.29
18987,Bob Johnson,43,135573,845,Employed,Single,2024-08-04,FL,0.27
20362,Jane Smith,33,165213,845,Employed,Divorced,2024-06-14,FL,0.23
20990,Bob Johnson,46,52380,845,Self-Employed,Single,2019-06-03,TX,0.34
21677,John Doe,31,171122,845,Employed,Married,2024-11-18,TX,0.48
22025,Jane Smith,27,75752,845,Unemployed,Divorced,2019-04-08,IL,0.13
22244,Bob Johnson,64,128408,845,Employed,Single,2021-01-16,FL,0.31
22285,Bob Johnson,63,197477,845,Self-Employed,Widowed,2022-03-18,CA,0.53
22794,Bob Johnson,56,50785,845,Unemployed,Married,2020-02-18,FL,0.57
23360,Bob Johnson,47,84366,845,Unemployed,Widowed,2019-12-08,CA,0.14
23589,John Doe,53,46756,845,Employed,Divorced,2024-07-14,CA,0.59
24560,Alice Brown,34,59485,845,Employed,Single,2021-05-11,IL,0.23
24829,Jane Smith,38,64358,845,Retired,Widowed,2020-07-31,TX,0.43
24871,Bob Johnson,41,142484,845,Unemployed,Single,2019-01-07,CA,0.43
24892,Jane Smith,68,62804,845,Retired,Divorced,2021-05-02,FL,0.21
25171,Jane Smith,58,106303,845,Unemployed,Single,2019-08-26,TX,0.29
26292,Bob Johnson,27,61553,845,Employed,Divorced,2021-01-18,NY,0.35
26637,Jane Smith,57,92161,845,Self-Employed,Widowed,2024-06-18,CA,0.2
27582,Charlie Davis,33,130370,845,Employed,Widowed,2019-11-20,CA,0.28
28254,Charlie Davis,39,102532,845,Unemployed,Married,2020-05-29,TX,0.41
28417,John Doe,51,86908,845,Self-Employed,Divorced,2019-03-30,CA,0.39
29614,Charlie Davis,32,170486,845,Employed,Divorced,2022-08-28,IL,0.24
29845,Charlie Davis,63,128710,845,Retired,Married,2019-10-12,IL,0.4
31404,John Doe,25,68300,845,Self-Employed,Divorced,2021-10-23,NY,0.13
32208,John Doe,35,46758,845,Self-Employed,Married,2024-04-15,IL,0.16
32599,Jane Smith,69,143221,845,Employed,Married,2023-12-26,CA,0.29
39892,Charlie Davis,49,39184,845,Employed,Married,2023-08-13,NY,0.51
40762,Jane Smith,47,108039,845,Employed,Married,2023-04-04,FL,0.46
41086,John Doe,46,73328,845,Employed,Widowed,2021-10-18,TX,0.43
43534,Bob Johnson,28,90549,845,Employed,Widowed,2022-04-27,TX,0.1
44522,Bob Johnson,52,175014,845,Retired,Married,2019-09-30,TX,0.11
45411,Bob Johnson,38,37315,845,Employed,Divorced,2023-01-01,FL,0.27
45614,John Doe,66,42328,845,Retired,Widowed,2020-11-06,FL,0.55
47391,Alice Brown,28,59789,845,Employed,Single,2022-09-12,FL,0.53
47800,Bob Johnson,36,116328,845,Employed,Divorced,2021-07-17,FL,0.12
48574,John Doe,43,192758,845,Employed,Widowed,2022-07-15,CA,0.43
48733,John Doe,65,68514,845,Retired,Married,2024-04-12,TX,0.55
48811,John Doe,65,164337,845,Employed,Single,2020-01-07,NY,0.23
342,Jane Smith,38,98197,845,Employed,Single,2020-07-24,FL,0.16
483,Charlie Davis,57,140225,845,Retired,Divorced,2021-02-09,CA,0.3
2999,John Doe,67,190033,845,Employed,Divorced,2021-12-11,TX,0.27
3691,Bob Johnson,30,105599,845,Retired,Married,2019-03-29,FL,0.18
4138,Jane Smith,61,82377,845,Self-Employed,Married,2022-05-13,FL,0.47
4211,Alice Brown,40,76293,845,Self-Employed,Divorced,2019-04-06,IL,0.21
4288,Bob Johnson,27,106058,845,Unemployed,Married,2025-02-19,CA,0.35
4937,John Doe,42,52776,845,Unemployed,Single,2020-06-06,TX,0.47
5423,Jane Smith,26,149032,845,Employed,Widowed,2021-07-05,TX,0.54
7145,Bob Johnson,61,180441,845,Unemployed,Divorced,2023-09-26,NY,0.48
7694,Charlie Davis,38,86154,845,Employed,Divorced,2019-12-22,NY,0.41
9718,Jane Smith,63,93363,845,Self-Employed,Widowed,2021-04-20,IL,0.35
9916,Alice Brown,50,168273,845,Employed,Divorced,2024-10-16,TX,0.24
10609,Charlie Davis,38,107817,845,Retired,Widowed,2023-03-27,TX,0.29
12346,Bob Johnson,59,184788,845,Unemployed,Divorced,2023-02-13,NY,0.41
12805,Alice Brown,55,49866,845,Self-Employed,Widowed,2024-12-10,TX,0.29
13457,Jane Smith,56,113101,845,Self-Employed,Single,2022-01-10,CA,0.3
13991,John Doe,62,160026,845,Unemployed,Single,2020-08-30,NY,0.31
15975,Charlie Davis,66,73911,845,Employed,Single,2023-11-14,CA,0.15
16488,Jane Smith,58,49136,845,Retired,Married,2024-11-19,TX,0.55
16678,Bob Johnson,32,46531,845,Retired,Married,2023-02-23,FL,0.14
16766,Charlie Davis,62,178960,845,Self-Employed,Married,2024-01-22,CA,0.13
17405,Jane Smith,40,193584,845,Retired,Widowed,2024-04-02,CA,0.15
19823,Alice Brown,56,191617,845,Employed,Married,2021-03-02,FL,0.31
20672,Bob Johnson,32,36398,845,Employed,Widowed,2020-08-15,TX,0.26
21842,Bob Johnson,63,158360,845,Unemployed,Married,2022-03-01,IL,0.27
21956,Jane Smith,26,75147,845,Unemployed,Single,2020-02-16,IL,0.15
21963,John Doe,57,138636,845,Self-Employed,Single,2019-05-28,NY,0.53
22745,John Doe,51,149000,845,Self-Employed,Widowed,2021-10-16,FL,0.48
24812,John Doe,33,126809,845,Employed,Divorced,2024-03-30,NY,0.59
25414,John Doe,26,171538,845,Employed,Widowed,2019-04-26,NY,0.37
25535,Alice Brown,37,64418,845,Unemployed,Married,2020-11-02,IL,0.42
25776,Alice Brown,46,53644,845,Unemployed,Widowed,2021-01-12,IL,0.56
25950,Charlie Davis,61,127082,845,Self-Employed,Single,2024-01-27,FL,0.28
26175,Alice Brown,32,35513,845,Employed,Widowed,2025-02-04,NY,0.16
26333,Charlie Davis,45,104012,845,Retired,Divorced,2019-12-07,TX,0.48
27330,John Doe,45,63734,845,Retired,Divorced,2021-10-28,TX,0.39
28617,Jane Smith,35,65881,845,Self-Employed,Married,2023-12-22,CA,0.43
29015,John Doe,33,193222,845,Retired,Widowed,2020-08-11,NY,0.35
29421,Bob Johnson,29,145045,845,Self-Employed,Married,2024-01-22,NY,0.42
29516,Charlie Davis,43,35182,845,Self-Employed,Widowed,2024-12-08,FL,0.12
29847,Alice Brown,25,111120,845,Employed,Widowed,2023-07-03,IL,0.16
30777,Bob Johnson,51,71269,845,Employed,Widowed,2025-01-08,TX,0.54
31131,Alice Brown,50,104723,845,Self-Employed,Widowed,2022-08-17,FL,0.43
31165,Charlie Davis,53,41297,845,Self-Employed,Widowed,2019-11-05,IL,0.26
31176,Bob Johnson,63,156722,845,Retired,Married,2019-04-08,CA,0.51
39394,Charlie Davis,38,35377,845,Employed,Single,2024-03-19,TX,0.11
39613,Jane Smith,53,97584,845,Retired,Married,2024-06-04,CA,0.53
39673,John Doe,52,154818,845,Employed,Married,2024-09-10,TX,0.45
40885,Jane Smith,50,186230,845,Employed,Divorced,2019-06-13,NY,0.26
41062,Charlie Davis,54,191951,845,Employed,Married,2019-11-10,IL,0.52
41942,Alice Brown,33,,845,Employed,Widowed,2023-12-14,TX,0.54
42200,John Doe,36,111579,845,Retired,Single,2023-01-24,CA,0.12
42247,John Doe,26,79580,845,Employed,Widowed,2023-11-22,NY,0.14
43011,Bob Johnson,64,149206,845,Retired,Single,2022-08-08,NY,0.41
43893,Charlie Davis,44,135967,845,Employed,Single,2024-05-05,TX,0.19
45881,Jane Smith,66,46558,845,Employed,Married,2022-07-17,TX,0.49
47252,Jane Smith,48,32883,845,Employed,Divorced,2019-07-21,CA,0.32
47262,Charlie Davis,31,123217,845,Employed,Widowed,2024-08-25,IL,0.29
47851,Jane Smith,46,135011,845,Retired,Single,2022-05-20,CA,0.26
48016,Jane Smith,45,122157,845,Employed,Divorced,2022-10-10,FL,0.48
48651,Bob Johnson,58,120201,845,Employed,Divorced,2024-09-09,CA,0.18
75,Charlie Davis,56,65078,845,Employed,Married,2020-03-12,TX,0.24
217,Bob Johnson,38,166390,845,Retired,Single,2023-08-31,IL,0.32
551,Alice Brown,43,36087,845,Unemployed,Single,2024-12-19,CA,0.45
1526,Alice Brown,68,152657,845,Unemployed,Married,2023-08-29,FL,0.59
2572,Bob Johnson,30,180640,845,Employed,Divorced,2024-11-12,CA,0.37
4033,Jane Smith,67,198358,845,Retired,Married,2020-11-27,IL,0.37
5734,Bob Johnson,48,197615,845,Self-Employed,Widowed,2020-05-28,CA,0.2
6621,Bob Johnson,66,35613,845,Retired,Married,2022-07-12,TX,0.44
7220,Jane Smith,60,140431,845,Employed,Married,2020-08-11,NY,0.42
7573,John Doe,32,135245,845,Unemployed,Married,2023-09-21,CA,0.29
7820,Charlie Davis,41,137341,845,Unemployed,Single,2023-07-15,IL,0.24
8963,John Doe,54,128280,845,Unemployed,Divorced,2021-02-05,FL,0.54
8989,Jane Smith,65,80168,845,Self-Employed,Married,2024-03-13,CA,0.16
8995,John Doe,67,164414,845,Retired,Divorced,2019-08-22,CA,0.4
9114,John Doe,53,163165,845,Self-Employed,Divorced,2023-03-19,IL,0.49
9381,Jane Smith,44,153405,845,Self-Employed,Married,2023-12-27,NY,0.6
10497,Charlie Davis,49,129847,845,Unemployed,Divorced,2020-05-05,FL,0.48
11066,Charlie Davis,48,90755,845,Self-Employed,Married,2021-07-04,FL,0.36
11238,Charlie Davis,33,103949,845,Retired,Widowed,2024-05-11,FL,0.46
11959,Charlie Davis,44,98714,845,Unemployed,Widowed,2020-07-19,IL,0.55
13486,Alice Brown,60,51481,845,Unemployed,Divorced,2024-04-01,FL,0.27
14977,John Doe,33,67923,845,Unemployed,Married,2021-08-30,TX,0.14
15364,Alice Brown,61,101665,845,Employed,Single,2022-02-26,FL,0.14
16049,John Doe,57,107303,845,Employed,Divorced,2024-05-17,TX,0.32
16367,Alice Brown,26,175985,845,Unemployed,Single,2024-11-06,CA,0.22
17270,Bob Johnson,35,69290,845,Employed,Single,2021-01-07,FL,0.39
17339,Bob Johnson,34,148184,845,Self-Employed,Widowed,2025-02-09,CA,0.56
18025,John Doe,49,117890,845,Retired,Single,2024-08-18,FL,0.52
18032,Alice Brown,47,48326,845,Retired,Divorced,2019-02-02,CA,0.31
18702,Alice Brown,39,171622,845,Self-Employed,Divorced,2022-03-20,FL,0.54
19791,Jane Smith,49,112719,845,Retired,Single,2021-09-25,IL,0.38
19802,Bob Johnson,59,122399,845,Unemployed,Single,2020-03-20,CA,0.37
21537,Alice Brown,69,99585,845,Retired,Divorced,2024-07-21,NY,0.58
21702,Charlie Davis,31,198382,845,Employed,Married,2019-09-17,TX,0.44
22153,Charlie Davis,33,145736,845,Retired,Divorced,2023-04-16,CA,0.14
22375,Alice Brown,66,64899,845,Unemployed,Married,2021-05-27,NY,0.51
22384,John Doe,31,190193,845,Unemployed,Single,2019-04-21,NY,0.5
22725,Charlie Davis,30,127775,845,Retired,Widowed,2024-04-20,FL,0.14
24345,Alice Brown,43,178911,845,Retired,Widowed,2022-07-11,NY,0.53
24419,Alice Brown,55,173538,845,Retired,Single,2021-11-27,IL,0.2
24883,Charlie Davis,40,109823,845,Unemployed,Divorced,2021-06-07,IL,0.25
25244,Bob Johnson,67,130201,845,Retired,Widowed,2021-05-24,CA,0.43
26732,Charlie Davis,29,82011,845,Unemployed,Widowed,2021-10-24,IL,0.23
27264,John Doe,48,32979,845,Employed,Divorced,2022-02-02,TX,0.44
27975,Bob Johnson,33,99764,845,Unemployed,Married,2022-12-11,TX,0.26
29413,Alice Brown,32,165982,845,Employed,Divorced,2021-03-23,FL,0.11
30147,Jane Smith,29,80404,845,Unemployed,Divorced,2019-11-13,IL,0.47
30830,Alice Brown,69,170946,845,Employed,Single,2024-12-20,FL,0.51
30960,Alice Brown,62,138809,845,Retired,Single,2024-05-12,IL,0.4
31241,Jane Smith,28,38523,845,Self-Employed,Married,2022-08-03,TX,0.57
31631,John Doe,31,85037,845,Unemployed,Widowed,2024-01-05,CA,0.44
32466,Charlie Davis,48,155643,845,Employed,Widowed,2021-12-03,CA,0.42
39802,John Doe,29,134443,845,Employed,Single,2024-07-24,NY,0.42
39903,Charlie Davis,68,108202,845,Employed,Single,2024-10-17,IL,0.42
39920,Bob Johnson,57,67192,845,Employed,Single,2024-05-15,TX,0.24
40440,Bob Johnson,49,187253,845,Employed,Widowed,2024-02-11,NY,0.23
41605,Bob Johnson,38,190094,845,Employed,Single,2023-02-10,FL,0.42
42325,Bob Johnson,54,158189,845,Employed,Divorced,2021-03-26,TX,0.45
42390,Bob Johnson,42,83847,845,Retired,Single,2022-05-29,CA,0.31
42439,Charlie Davis,51,106344,845,Employed,Widowed,2019-01-11,TX,0.2
43540,Jane Smith,56,136033,845,Employed,Divorced,2020-09-08,TX,0.41
44601,Bob Johnson,39,90283,845,Retired,Divorced,2023-12-22,IL,0.38
45098,Bob Johnson,27,46932,845,Retired,Divorced,2022-08-12,TX,0.24
45305,Charlie Davis,25,104985,845,Employed,Single,2020-07-02,CA,0.22
47138,Jane Smith,55,181692,845,Employed,Married,2022-09-19,NY,0.46
47908,Jane Smith,43,51377,845,Employed,Single,2020-04-08,CA,0.44
48643,Alice Brown,45,114323,845,Employed,Married,2021-09-18,NY,0.3
49047,Bob Johnson,66,40243,845,Employed,Single,2024-12-17,IL,0.26
49433,Bob Johnson,54,48414,845,Employed,Widowed,2022-08-12,NY,0.39
49560,Jane Smith,50,150253,845,Employed,Widowed,2020-07-09,IL,0.17
49680,Charlie Davis,47,176017,845,Retired,Single,2022-12-29,FL,0.5
49789,Alice Brown,31,116710,845,Employed,Divorced,2020-06-14,NY,0.32
